Gene,Version 1 Adverse Event Count,Version 2 Adverse Event Count,Adverse Event,All Records Version 1 Count,All Records Version 2 Count,Adverse Event Count Difference,All Records Count Difference
EDN3,9.0,0.0,Sepsis,9.0,0.0,-9.0,-9.0
EDNRA,8.0,0.0,Pancreatitis,56.0,0.0,-8.0,-56.0
EDNRA,48.0,0.0,Myocardial Infarction,56.0,0.0,-48.0,-56.0
EDNRB,48.0,0.0,Myocardial Infarction,60.0,0.0,-48.0,-60.0
EDNRB,1.0,0.0,Cerebral Infarction,60.0,0.0,-1.0,-60.0
EDNRB,11.0,0.0,Sepsis,60.0,0.0,-11.0,-60.0
EFNA5,0.0,5.0,Thrombocytopenia,0.0,5.0,5.0,5.0
EGF,1.0,0.0,Peripheral Neuropathy,13.0,11.0,-1.0,-2.0
EGF,12.0,11.0,Gastric ulcer,13.0,11.0,-1.0,-2.0
EGFR,11.0,0.0,Gastric ulcer,27.0,0.0,-11.0,-27.0
EGFR,16.0,0.0,Pneumonia,27.0,0.0,-16.0,-27.0
ELANE,1.0,0.0,Thrombocytopenia,1.0,0.0,-1.0,-1.0
ERBB2,1.0,0.0,Peripheral Neuropathy,1.0,0.0,-1.0,-1.0
ERBB3,1.0,1.0,Edema,1.0,1.0,0.0,0.0
ERBB4,0.0,3.0,Myocardial Infarction,0.0,3.0,3.0,3.0
ESR1,1.0,0.0,Hyperlipidemia,4.0,3.0,-1.0,-1.0
ESR1,3.0,3.0,Myocardial Infarction,4.0,3.0,0.0,-1.0
ESR2,1.0,1.0,Myocardial Infarction,2.0,1.0,0.0,-1.0
ESR2,1.0,0.0,Hyperlipidemia,2.0,1.0,-1.0,-1.0
F10,1.0,1.0,Myocardial Infarction,1.0,1.0,0.0,0.0
F2,1.0,1.0,Cerebral Infarction,71.0,69.0,0.0,-2.0
F2,10.0,8.0,Sepsis,71.0,69.0,-2.0,-2.0
F2,5.0,5.0,Hemorrhage,71.0,69.0,0.0,-2.0
F2,6.0,7.0,Hyperlipidemia,71.0,69.0,1.0,-2.0
F2,49.0,48.0,Myocardial Infarction,71.0,69.0,-1.0,-2.0
F2R,36.0,1.0,Pneumonia,116.0,8.0,-35.0,-108.0
F2R,49.0,1.0,Myocardial Infarction,116.0,8.0,-48.0,-108.0
F2R,1.0,0.0,Hemorrhage,116.0,8.0,-1.0,-108.0
F2R,0.0,4.0,Thrombocytopenia,116.0,8.0,4.0,-108.0
F2R,11.0,1.0,Sepsis,116.0,8.0,-10.0,-108.0
F2R,17.0,0.0,Tardive Dyskinesia,116.0,8.0,-17.0,-108.0
F2R,1.0,0.0,Cerebral Infarction,116.0,8.0,-1.0,-108.0
F2R,1.0,1.0,Pulmonary Edema,116.0,8.0,0.0,-108.0
F2RL1,48.0,0.0,Myocardial Infarction,83.0,0.0,-48.0,-83.0
F2RL1,35.0,0.0,Pneumonia,83.0,0.0,-35.0,-83.0
F2RL3,0.0,1.0,Sepsis,1.0,1.0,1.0,0.0
F2RL3,1.0,0.0,Cerebral Infarction,1.0,1.0,-1.0,0.0
F3,1.0,0.0,Myocardial Infarction,1.0,0.0,-1.0,-1.0
F5,1.0,0.0,Hemorrhage,2.0,0.0,-1.0,-2.0
F5,1.0,0.0,Sepsis,2.0,0.0,-1.0,-2.0
F7,2.0,0.0,Sepsis,29.0,0.0,-2.0,-29.0
F7,2.0,0.0,Hemorrhage,29.0,0.0,-2.0,-29.0
F7,13.0,0.0,Hyperlipidemia,29.0,0.0,-13.0,-29.0
F7,12.0,0.0,Myocardial Infarction,29.0,0.0,-12.0,-29.0
FABP2,1.0,0.0,Hyperlipidemia,2.0,0.0,-1.0,-2.0
FABP2,1.0,0.0,Myocardial Infarction,2.0,0.0,-1.0,-2.0
FABP5,1.0,0.0,Pneumonia,1.0,0.0,-1.0,-1.0
FCGR1A,2.0,2.0,Pneumonia,2.0,2.0,0.0,0.0
FCGR2A,2.0,2.0,Pneumonia,3.0,3.0,0.0,0.0
FCGR2A,1.0,1.0,Thrombocytopenia,3.0,3.0,0.0,0.0
FCGR2B,0.0,2.0,Pneumonia,0.0,2.0,2.0,2.0
FCGR2C,1.0,0.0,Thrombocytopenia,1.0,0.0,-1.0,-1.0
FCGR3A,1.0,0.0,Thrombocytopenia,3.0,2.0,-1.0,-1.0
FCGR3A,2.0,2.0,Pneumonia,3.0,2.0,0.0,-1.0
FCGR3B,2.0,0.0,Pneumonia,2.0,0.0,-2.0,-2.0
FGA,2.0,1.0,Pancreatitis,14.0,4.0,-1.0,-10.0
FGA,1.0,0.0,Sepsis,14.0,4.0,-1.0,-10.0
FGA,3.0,0.0,Cerebral Infarction,14.0,4.0,-3.0,-10.0
FGA,5.0,0.0,Hemorrhage,14.0,4.0,-5.0,-10.0
FGA,2.0,2.0,Myocardial Infarction,14.0,4.0,0.0,-10.0
FGA,1.0,1.0,Deep Vein Thrombosis,14.0,4.0,0.0,-10.0
FGB,2.0,0.0,Myocardial Infarction,14.0,0.0,-2.0,-14.0
FGB,1.0,0.0,Sepsis,14.0,0.0,-1.0,-14.0
FGB,1.0,0.0,Deep Vein Thrombosis,14.0,0.0,-1.0,-14.0
FGB,5.0,0.0,Hemorrhage,14.0,0.0,-5.0,-14.0
FGB,2.0,0.0,Pancreatitis,14.0,0.0,-2.0,-14.0
FGB,3.0,0.0,Cerebral Infarction,14.0,0.0,-3.0,-14.0
FGF1,0.0,3.0,Myocardial Infarction,0.0,3.0,3.0,3.0
FGF10,3.0,3.0,Pulmonary Edema,3.0,3.0,0.0,0.0
FGF2,1.0,1.0,Cerebral Infarction,6.0,7.0,0.0,1.0
FGF2,3.0,3.0,Gastric ulcer,6.0,7.0,0.0,1.0
FGF2,2.0,3.0,Myocardial Infarction,6.0,7.0,1.0,1.0
FGF20,0.0,3.0,Myocardial Infarction,0.0,3.0,3.0,3.0
FGF4,0.0,13.0,Thrombocytopenia,0.0,13.0,13.0,13.0
FGF7,3.0,3.0,Pneumonia,6.0,5.0,0.0,-1.0
FGF7,3.0,2.0,Pulmonary Edema,6.0,5.0,-1.0,-1.0
FGFR1,0.0,11.0,Thrombocytopenia,3.0,11.0,11.0,8.0
FGFR1,3.0,0.0,Gastric ulcer,3.0,11.0,-3.0,8.0
FGFR2,3.0,3.0,Gastric ulcer,3.0,14.0,0.0,11.0
FGFR2,0.0,11.0,Thrombocytopenia,3.0,14.0,11.0,11.0
FGFR3,2.0,2.0,Myocardial Infarction,3.0,2.0,0.0,-1.0
FGFR3,1.0,0.0,Edema,3.0,2.0,-1.0,-1.0
FGFR4,1.0,0.0,Peripheral Neuropathy,1.0,0.0,-1.0,-1.0
FGG,2.0,0.0,Pancreatitis,6.0,0.0,-2.0,-6.0
FGG,1.0,0.0,Pneumonia,6.0,0.0,-1.0,-6.0
FGG,1.0,0.0,Deep Vein Thrombosis,6.0,0.0,-1.0,-6.0
FGG,2.0,0.0,Myocardial Infarction,6.0,0.0,-2.0,-6.0
FMO3,2.0,0.0,Pneumonia,2.0,0.0,-2.0,-2.0
FN1,6.0,0.0,Pneumonia,32.0,0.0,-6.0,-32.0
FN1,4.0,0.0,Edema,32.0,0.0,-4.0,-32.0
FN1,3.0,0.0,Sepsis,32.0,0.0,-3.0,-32.0
FN1,3.0,0.0,Gastric ulcer,32.0,0.0,-3.0,-32.0
FN1,13.0,0.0,Myocardial Infarction,32.0,0.0,-13.0,-32.0
FN1,3.0,0.0,Proteinuria,32.0,0.0,-3.0,-32.0
FPR1,1.0,0.0,Pulmonary Edema,1.0,0.0,-1.0,-1.0
FPR2,24.0,24.0,Sepsis,24.0,24.0,0.0,0.0
FSHR,16.0,0.0,Edema,21.0,0.0,-16.0,-21.0
FSHR,1.0,0.0,Pulmonary Edema,21.0,0.0,-1.0,-21.0
FSHR,4.0,0.0,Hyperlipidemia,21.0,0.0,-4.0,-21.0
FYN,4.0,0.0,Sepsis,4.0,0.0,-4.0,-4.0
GAK,0.0,5.0,Sepsis,0.0,5.0,5.0,5.0
GAL,23.0,23.0,Sepsis,31.0,91.0,0.0,60.0
GAL,8.0,0.0,Hyperlipidemia,31.0,91.0,-8.0,60.0
GAL,0.0,53.0,Myocardial Infarction,31.0,91.0,53.0,60.0
GAL,0.0,15.0,Gastric ulcer,31.0,91.0,15.0,60.0
GALR1,0.0,3.0,Myocardial Infarction,0.0,3.0,3.0,3.0
GAST,9.0,7.0,Sepsis,27.0,24.0,-2.0,-3.0
GAST,18.0,17.0,Gastric ulcer,27.0,24.0,-1.0,-3.0
GCG,4.0,4.0,Hyperlipidemia,55.0,30.0,0.0,-25.0
GCG,51.0,26.0,Myocardial Infarction,55.0,30.0,-25.0,-25.0
GDNF,1.0,1.0,Cerebral Infarction,2.0,2.0,0.0,0.0
GDNF,1.0,1.0,Peripheral Neuropathy,2.0,2.0,0.0,0.0
GFAP,23.0,0.0,Myocardial Infarction,24.0,0.0,-23.0,-24.0
GFAP,1.0,0.0,Cerebral Infarction,24.0,0.0,-1.0,-24.0
GFRA1,1.0,1.0,Peripheral Neuropathy,1.0,1.0,0.0,0.0
GH1,0.0,1.0,Sepsis,1.0,2.0,1.0,1.0
GH1,1.0,1.0,Hyperlipidemia,1.0,2.0,0.0,1.0
GHR,1.0,0.0,Sepsis,1.0,0.0,-1.0,-1.0
GHRH,1.0,1.0,Pulmonary Edema,29.0,27.0,0.0,-2.0
GHRH,28.0,26.0,Myocardial Infarction,29.0,27.0,-2.0,-2.0
GHRL,47.0,46.0,Myocardial Infarction,73.0,71.0,-1.0,-2.0
GHRL,8.0,8.0,Pancreatitis,73.0,71.0,0.0,-2.0
GHRL,18.0,17.0,Gastric ulcer,73.0,71.0,-1.0,-2.0
GHSR,48.0,46.0,Myocardial Infarction,48.0,46.0,-2.0,-2.0
GIP,0.0,26.0,Myocardial Infarction,0.0,26.0,26.0,26.0
GJC2,14.0,0.0,Edema,14.0,0.0,-14.0,-14.0
GNAQ,14.0,0.0,Edema,14.0,0.0,-14.0,-14.0
GPER1,0.0,55.0,Myocardial Infarction,0.0,55.0,55.0,55.0
GPR17,0.0,7.0,Myocardial Infarction,0.0,7.0,7.0,7.0
GPR65,0.0,46.0,Myocardial Infarction,0.0,46.0,46.0,46.0
GRAP2,2.0,6.0,Sepsis,2.0,18.0,4.0,16.0
GRAP2,0.0,12.0,Pneumonia,2.0,18.0,12.0,16.0
GRIN2A,0.0,1.0,Myocardial Infarction,2.0,1.0,1.0,-1.0
GRIN2A,2.0,0.0,Sepsis,2.0,1.0,-2.0,-1.0
GRIN2B,1.0,1.0,Tardive Dyskinesia,1.0,1.0,0.0,0.0
GRM8,51.0,4.0,Myocardial Infarction,51.0,4.0,-47.0,-47.0
GRP,9.0,7.0,Sepsis,9.0,7.0,-2.0,-2.0
GRPR,11.0,7.0,Sepsis,11.0,7.0,-4.0,-4.0
GSN,23.0,0.0,Myocardial Infarction,30.0,0.0,-23.0,-30.0
GSN,7.0,0.0,Sepsis,30.0,0.0,-7.0,-30.0
GSTM1,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
GSTP1,0.0,1.0,Myocardial Infarction,1.0,4.0,1.0,3.0
GSTP1,1.0,2.0,Pancreatitis,1.0,4.0,1.0,3.0
GSTP1,0.0,1.0,Pneumonia,1.0,4.0,1.0,3.0
GSTT1,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
HBEGF,1.0,1.0,Cerebral Infarction,3.0,4.0,0.0,1.0
HBEGF,2.0,3.0,Myocardial Infarction,3.0,4.0,1.0,1.0
HGF,1.0,1.0,Cerebral Infarction,14.0,24.0,0.0,10.0
HGF,0.0,11.0,Thrombocytopenia,14.0,24.0,11.0,10.0
HGF,3.0,3.0,Gastric ulcer,14.0,24.0,0.0,10.0
HGF,4.0,4.0,Pancreatitis,14.0,24.0,0.0,10.0
HGF,3.0,3.0,Pneumonia,14.0,24.0,0.0,10.0
HGF,1.0,0.0,Peripheral Neuropathy,14.0,24.0,-1.0,10.0
HGF,2.0,2.0,Myocardial Infarction,14.0,24.0,0.0,10.0
HLA-DPA1,0.0,3.0,Thrombocytopenia,0.0,3.0,3.0,3.0
HLA-DPB1,0.0,1.0,Pneumonia,1.0,1.0,1.0,0.0
HLA-DPB1,1.0,0.0,Pancreatitis,1.0,1.0,-1.0,0.0
HLA-DQA1,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
HLA-DQA2,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
HLA-DQB1,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
HLA-DRB1,3.0,0.0,Thrombocytopenia,5.0,0.0,-3.0,-5.0
HLA-DRB1,1.0,0.0,Pneumonia,5.0,0.0,-1.0,-5.0
HLA-DRB1,1.0,0.0,Pancreatitis,5.0,0.0,-1.0,-5.0
HLA-DRB3,3.0,3.0,Thrombocytopenia,3.0,3.0,0.0,0.0
HLA-E,1.0,0.0,Pancreatitis,1.0,0.0,-1.0,-1.0
HLCS,1.0,1.0,Thrombocytopenia,1.0,1.0,0.0,0.0
HP,23.0,0.0,Myocardial Infarction,56.0,0.0,-23.0,-56.0
HP,3.0,0.0,Proteinuria,56.0,0.0,-3.0,-56.0
HP,14.0,0.0,Hyperlipidemia,56.0,0.0,-14.0,-56.0
HP,16.0,0.0,Pneumonia,56.0,0.0,-16.0,-56.0
HPSE,1.0,0.0,Myocardial Infarction,1.0,0.0,-1.0,-1.0
HRAS,4.0,0.0,Pancreatitis,4.0,0.0,-4.0,-4.0
HRG,2.0,0.0,Myocardial Infarction,4.0,0.0,-2.0,-4.0
HRG,2.0,0.0,Sepsis,4.0,0.0,-2.0,-4.0
HRH1,0.0,7.0,Sepsis,0.0,7.0,7.0,7.0
HRH3,14.0,15.0,Gastric ulcer,14.0,15.0,1.0,1.0
HTR1A,0.0,9.0,Delirium,0.0,9.0,9.0,9.0
HTR1B,0.0,18.0,Myocardial Infarction,0.0,18.0,18.0,18.0
HTR1D,48.0,52.0,Myocardial Infarction,48.0,52.0,4.0,4.0
HTR1E,0.0,47.0,Myocardial Infarction,0.0,47.0,47.0,47.0
HTR1F,19.0,0.0,Tardive Dyskinesia,19.0,0.0,-19.0,-19.0
HTR2A,5.0,5.0,Pancreatitis,42.0,43.0,0.0,1.0
HTR2A,16.0,18.0,Tardive Dyskinesia,42.0,43.0,2.0,1.0
HTR2A,21.0,20.0,Myocardial Infarction,42.0,43.0,-1.0,1.0
HTR2C,13.0,17.0,Tardive Dyskinesia,13.0,17.0,4.0,4.0
HTR6,17.0,0.0,Tardive Dyskinesia,17.0,0.0,-17.0,-17.0
IAPP,7.0,5.0,Gastric ulcer,7.0,5.0,-2.0,-2.0
ICOS,5.0,0.0,Thrombocytopenia,6.0,1.0,-5.0,-5.0
ICOS,1.0,1.0,Pneumonia,6.0,1.0,0.0,-5.0
IFNA2,1.0,0.0,Thrombocytopenia,2.0,0.0,-1.0,-2.0
IFNA2,1.0,0.0,Sepsis,2.0,0.0,-1.0,-2.0
IFNAR1,1.0,0.0,Thrombocytopenia,1.0,0.0,-1.0,-1.0
IFNG,1.0,0.0,Sepsis,2.0,0.0,-1.0,-2.0
IFNG,1.0,0.0,Pneumonia,2.0,0.0,-1.0,-2.0
IGF2R,19.0,16.0,Myocardial Infarction,34.0,16.0,-3.0,-18.0
IGF2R,15.0,0.0,Pneumonia,34.0,16.0,-15.0,-18.0
IGHG3,0.0,1.0,Thrombocytopenia,0.0,1.0,1.0,1.0
IKBKB,1.0,1.0,Pneumonia,1.0,1.0,0.0,0.0
IL10RA,1.0,0.0,Sepsis,1.0,0.0,-1.0,-1.0
IL1B,1.0,1.0,Pancreatitis,1.0,2.0,0.0,1.0
IL1B,0.0,1.0,Gastric ulcer,1.0,2.0,1.0,1.0
IL1R1,1.0,1.0,Pneumonia,1.0,1.0,0.0,0.0
IL2,1.0,1.0,Pulmonary Edema,9.0,8.0,0.0,-1.0
IL2,2.0,1.0,Gastric ulcer,9.0,8.0,-1.0,-1.0
IL2,1.0,1.0,Sepsis,9.0,8.0,0.0,-1.0
IL2,5.0,5.0,Pneumonia,9.0,8.0,0.0,-1.0
IL2RA,0.0,1.0,Pulmonary Edema,4.0,12.0,1.0,8.0
IL2RA,1.0,0.0,Edema,4.0,12.0,-1.0,8.0
IL2RA,1.0,1.0,Sepsis,4.0,12.0,0.0,8.0
IL2RA,0.0,5.0,Pneumonia,4.0,12.0,5.0,8.0
IL2RA,2.0,1.0,Pancreatitis,4.0,12.0,-1.0,8.0
IL2RA,0.0,4.0,Thrombocytopenia,4.0,12.0,4.0,8.0
IL2RB,1.0,0.0,Edema,6.0,5.0,-1.0,-1.0
IL2RB,5.0,5.0,Pneumonia,6.0,5.0,0.0,-1.0
IL2RG,5.0,5.0,Pneumonia,7.0,6.0,0.0,-1.0
IL2RG,1.0,1.0,Edema,7.0,6.0,0.0,-1.0
IL2RG,1.0,0.0,Sepsis,7.0,6.0,-1.0,-1.0
IL3,10.0,5.0,Thrombocytopenia,11.0,5.0,-5.0,-6.0
IL3,1.0,0.0,Peripheral Neuropathy,11.0,5.0,-1.0,-6.0
IL4,1.0,0.0,Sepsis,3.0,0.0,-1.0,-3.0
IL4,2.0,0.0,Pneumonia,3.0,0.0,-2.0,-3.0
IL5,5.0,2.0,Pneumonia,5.0,2.0,-3.0,-3.0
IL5RA,5.0,2.0,Pneumonia,5.0,2.0,-3.0,-3.0
IL6,0.0,1.0,Thrombocytopenia,0.0,1.0,1.0,1.0
IL6ST,1.0,1.0,Pneumonia,1.0,1.0,0.0,0.0
IL7,1.0,0.0,Sepsis,3.0,0.0,-1.0,-3.0
IL7,2.0,0.0,Pneumonia,3.0,0.0,-2.0,-3.0
IL7R,1.0,0.0,Pneumonia,2.0,0.0,-1.0,-2.0
IL7R,1.0,0.0,Sepsis,2.0,0.0,-1.0,-2.0
INPPL1,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
IRAK1,1.0,2.0,Sepsis,1.0,2.0,1.0,1.0
IRAK4,0.0,1.0,Sepsis,0.0,1.0,1.0,1.0
IRS1,2.0,0.0,Sepsis,3.0,1.0,-2.0,-2.0
IRS1,1.0,1.0,Hyperlipidemia,3.0,1.0,0.0,-2.0
ITGA2,11.0,0.0,Myocardial Infarction,14.0,0.0,-11.0,-14.0
ITGA2,3.0,0.0,Thrombocytopenia,14.0,0.0,-3.0,-14.0
ITGA2B,6.0,1.0,Thrombocytopenia,8.0,1.0,-5.0,-7.0
ITGA2B,2.0,0.0,Myocardial Infarction,8.0,1.0,-2.0,-7.0
ITGA4,1.0,0.0,Pneumonia,1.0,0.0,-1.0,-1.0
ITGAV,1.0,1.0,Pneumonia,1.0,1.0,0.0,0.0
ITGB3,9.0,6.0,Thrombocytopenia,19.0,14.0,-3.0,-5.0
ITGB3,6.0,5.0,Hemorrhage,19.0,14.0,-1.0,-5.0
ITGB3,2.0,2.0,Myocardial Infarction,19.0,14.0,0.0,-5.0
ITGB3,1.0,1.0,Deep Vein Thrombosis,19.0,14.0,0.0,-5.0
ITGB3,1.0,0.0,Peripheral Neuropathy,19.0,14.0,-1.0,-5.0
ITK,1.0,1.0,Thrombocytopenia,1.0,1.0,0.0,0.0
JAK1,11.0,6.0,Thrombocytopenia,11.0,6.0,-5.0,-5.0
JAK2,16.0,12.0,Thrombocytopenia,17.0,13.0,-4.0,-4.0
JAK2,1.0,0.0,Sepsis,17.0,13.0,-1.0,-4.0
JAK2,0.0,1.0,Myocardial Infarction,17.0,13.0,1.0,-4.0
JAK3,5.0,5.0,Pneumonia,5.0,5.0,0.0,0.0
KAT5,1.0,1.0,Sepsis,1.0,1.0,0.0,0.0
KCNMA1,23.0,0.0,Myocardial Infarction,23.0,0.0,-23.0,-23.0
KCNQ2,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
KDR,1.0,1.0,Cerebral Infarction,1.0,1.0,0.0,0.0
KIT,0.0,2.0,Myocardial Infarction,0.0,2.0,2.0,2.0
KL,0.0,2.0,Myocardial Infarction,0.0,3.0,2.0,3.0
KL,0.0,1.0,Hyperlipidemia,0.0,3.0,1.0,3.0
KNG1,60.0,0.0,Pneumonia,172.0,113.0,-60.0,-59.0
KNG1,69.0,70.0,Myocardial Infarction,172.0,113.0,1.0,-59.0
KNG1,27.0,26.0,Sepsis,172.0,113.0,-1.0,-59.0
KNG1,16.0,17.0,Edema,172.0,113.0,1.0,-59.0
KRAS,4.0,4.0,Pancreatitis,5.0,4.0,0.0,-1.0
KRAS,1.0,0.0,Peripheral Neuropathy,5.0,4.0,-1.0,-1.0
KRT16,12.0,23.0,Myocardial Infarction,12.0,23.0,11.0,11.0
KRT8,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
LDLR,19.0,0.0,Myocardial Infarction,24.0,0.0,-19.0,-24.0
LDLR,1.0,0.0,Cerebral Infarction,24.0,0.0,-1.0,-24.0
LDLR,4.0,0.0,Hyperlipidemia,24.0,0.0,-4.0,-24.0
LDLRAP1,4.0,4.0,Hyperlipidemia,23.0,20.0,0.0,-3.0
LDLRAP1,19.0,16.0,Myocardial Infarction,23.0,20.0,-3.0,-3.0
LIG4,1.0,0.0,Thrombocytopenia,3.0,0.0,-1.0,-3.0
LIG4,1.0,0.0,Edema,3.0,0.0,-1.0,-3.0
LIG4,1.0,0.0,Sepsis,3.0,0.0,-1.0,-3.0
LPAR1,60.0,4.0,Pneumonia,60.0,4.0,-56.0,-56.0
LPAR2,60.0,4.0,Pneumonia,60.0,4.0,-56.0,-56.0
LRP1,1.0,1.0,Myocardial Infarction,1.0,1.0,0.0,0.0
LRP2,1.0,1.0,Proteinuria,5.0,1.0,0.0,-4.0
LRP2,4.0,0.0,Hyperlipidemia,5.0,1.0,-4.0,-4.0
LTA,1.0,0.0,Pneumonia,7.0,4.0,-1.0,-3.0
LTA,1.0,1.0,Sepsis,7.0,4.0,0.0,-3.0
LTA,2.0,0.0,Gastric ulcer,7.0,4.0,-2.0,-3.0
LTA,2.0,2.0,Myocardial Infarction,7.0,4.0,0.0,-3.0
LTA,1.0,1.0,Pancreatitis,7.0,4.0,0.0,-3.0
LTA4H,1.0,0.0,Edema,2.0,1.0,-1.0,-1.0
LTA4H,1.0,1.0,Myocardial Infarction,2.0,1.0,0.0,-1.0
LTB,0.0,2.0,Myocardial Infarction,0.0,2.0,2.0,2.0
LTB4R,11.0,0.0,Sepsis,46.0,0.0,-11.0,-46.0
LTB4R,35.0,0.0,Pneumonia,46.0,0.0,-35.0,-46.0
LY96,0.0,1.0,Pulmonary Edema,0.0,2.0,1.0,2.0
LY96,0.0,1.0,Sepsis,0.0,2.0,1.0,2.0
MAOA,1.0,0.0,Tardive Dyskinesia,1.0,0.0,-1.0,-1.0
MAOB,1.0,0.0,Tardive Dyskinesia,1.0,0.0,-1.0,-1.0
MAP2K1,2.0,0.0,Thrombocytopenia,2.0,0.0,-2.0,-2.0
MAP3K7,0.0,3.0,Myocardial Infarction,0.0,3.0,3.0,3.0
MAP3K8,0.0,1.0,Sepsis,0.0,1.0,1.0,1.0
MAPK1,1.0,1.0,Myocardial Infarction,1.0,1.0,0.0,0.0
MAPK3,1.0,1.0,Myocardial Infarction,1.0,1.0,0.0,0.0
MET,1.0,2.0,Myocardial Infarction,8.0,9.0,1.0,1.0
MET,3.0,3.0,Gastric ulcer,8.0,9.0,0.0,1.0
MET,4.0,4.0,Pancreatitis,8.0,9.0,0.0,1.0
MMP1,1.0,0.0,Myocardial Infarction,2.0,0.0,-1.0,-2.0
MMP1,1.0,0.0,Gastric ulcer,2.0,0.0,-1.0,-2.0
MMP14,1.0,0.0,Myocardial Infarction,1.0,0.0,-1.0,-1.0
MMP2,1.0,1.0,Gastric ulcer,2.0,2.0,0.0,0.0
MMP2,1.0,1.0,Myocardial Infarction,2.0,2.0,0.0,0.0
MMP9,1.0,0.0,Myocardial Infarction,3.0,0.0,-1.0,-3.0
MMP9,1.0,0.0,Gastric ulcer,3.0,0.0,-1.0,-3.0
MMP9,1.0,0.0,Edema,3.0,0.0,-1.0,-3.0
MPO,2.0,0.0,Sepsis,6.0,0.0,-2.0,-6.0
MPO,1.0,0.0,Pneumonia,6.0,0.0,-1.0,-6.0
MPO,2.0,0.0,Myocardial Infarction,6.0,0.0,-2.0,-6.0
MPO,1.0,0.0,Pancreatitis,6.0,0.0,-1.0,-6.0
MTNR1A,20.0,0.0,Tardive Dyskinesia,20.0,0.0,-20.0,-20.0
MTNR1B,20.0,0.0,Tardive Dyskinesia,20.0,0.0,-20.0,-20.0
MTOR,0.0,1.0,Thrombocytopenia,0.0,2.0,1.0,2.0
MTOR,0.0,1.0,Pneumonia,0.0,2.0,1.0,2.0
MYD88,0.0,1.0,Sepsis,3.0,2.0,1.0,-1.0
MYD88,1.0,0.0,Pneumonia,3.0,2.0,-1.0,-1.0
MYD88,2.0,1.0,Pancreatitis,3.0,2.0,-1.0,-1.0
MYLK,6.0,0.0,Pneumonia,6.0,0.0,-6.0,-6.0
NBN,1.0,1.0,Thrombocytopenia,1.0,1.0,0.0,0.0
NCAM1,0.0,3.0,Thrombocytopenia,0.0,4.0,3.0,4.0
NCAM1,0.0,1.0,Myocardial Infarction,0.0,4.0,1.0,4.0
NCK1,2.0,2.0,Proteinuria,2.0,2.0,0.0,0.0
NCK2,2.0,2.0,Proteinuria,2.0,2.0,0.0,0.0
NCOA3,12.0,11.0,Pancreatitis,12.0,11.0,-1.0,-1.0
NDUFAF1,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NDUFAF2,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NDUFAF3,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NDUFAF4,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NDUFAF5,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NDUFS1,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NDUFS2,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NDUFS3,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NDUFS4,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NDUFS6,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NDUFV1,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NDUFV2,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
NEFL,1.0,0.0,Peripheral Neuropathy,1.0,0.0,-1.0,-1.0
NFKB1,1.0,1.0,Pulmonary Edema,3.0,6.0,0.0,3.0
NFKB1,1.0,1.0,Sepsis,3.0,6.0,0.0,3.0
NFKB1,0.0,1.0,Myocardial Infarction,3.0,6.0,1.0,3.0
NFKB1,0.0,2.0,Gastric ulcer,3.0,6.0,2.0,3.0
NFKB1,1.0,1.0,Pneumonia,3.0,6.0,0.0,3.0
NFKB2,1.0,0.0,Sepsis,1.0,0.0,-1.0,-1.0
NFKBIA,0.0,1.0,Myocardial Infarction,2.0,2.0,1.0,0.0
NFKBIA,1.0,0.0,Sepsis,2.0,2.0,-1.0,0.0
NFKBIA,1.0,1.0,Pneumonia,2.0,2.0,0.0,0.0
NGF,0.0,1.0,Myocardial Infarction,0.0,1.0,1.0,1.0
NHEJ1,1.0,0.0,Thrombocytopenia,1.0,0.0,-1.0,-1.0
NLRC4,16.0,0.0,Pneumonia,16.0,0.0,-16.0,-16.0
NOD1,1.0,0.0,Sepsis,1.0,0.0,-1.0,-1.0
NOD2,1.0,0.0,Pancreatitis,2.0,0.0,-1.0,-2.0
NOD2,1.0,0.0,Sepsis,2.0,0.0,-1.0,-2.0
NOS2,0.0,1.0,Pneumonia,2.0,3.0,1.0,1.0
NOS2,1.0,1.0,Myocardial Infarction,2.0,3.0,0.0,1.0
NOS2,1.0,1.0,Sepsis,2.0,3.0,0.0,1.0
