,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 1,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 1,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 1,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 1,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 1,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 1,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 2,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 2,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 2,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 2,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 2,Difference between Interactome-Neighborhood Gene List Size for PathFX Version 2,Neighborhood Gene List Percentage for PathFX Version 1,Neighborhood Gene List Percentage for PathFX Version 1,Neighborhood Gene List Percentage for PathFX Version 1,Neighborhood Gene List Percentage for PathFX Version 1,Neighborhood Gene List Percentage for PathFX Version 1,Neighborhood Gene List Percentage for PathFX Version 1,Neighborhood Gene List Percentage for PathFX Version 2,Neighborhood Gene List Percentage for PathFX Version 2,Neighborhood Gene List Percentage for PathFX Version 2,Neighborhood Gene List Percentage for PathFX Version 2,Neighborhood Gene List Percentage for PathFX Version 2,Neighborhood Gene List Percentage for PathFX Version 2
memantine,3,432.6666666666667,148.67526133601828,280,577,1298,3,407.3333333333333,163.28298543734843,222,530,1222,3,0.04986370246705837,0.012061521898680256,0.0415282392026578,0.0636942675159235,0.1495911074011751,3,0.04384985830768957,0.010795501853699018,0.0363636363636363,0.0562248995983935,0.1315495749230687
metoclopramide,2,699.0,376.1808075912433,433,965,1398,2,1096.5,888.8332239514903,468,1725,2193,2,0.06683626802014375,0.019577152798332425,0.0529931305201177,0.0806794055201698,0.1336725360402875,2,0.0450248688793418,0.02151880788152917,0.029808773903262,0.0602409638554216,0.0900497377586836
minocycline,1,272.0,,272,272,272,1,282.0,,282,282,282,1,0.0180505415162454,,0.0180505415162454,0.0180505415162454,0.0180505415162454,1,0.0139860139860139,,0.0139860139860139,0.0139860139860139,0.0139860139860139
mirtazapine,2,690.0,369.10973977937783,429,951,1380,2,1100.0,890.9545442950499,470,1730,2200,2,0.07795203240344281,0.015867394313518926,0.0667320902845927,0.0891719745222929,0.15590406480688562,2,0.041610762510107854,0.02066751087263322,0.0269966254218222,0.0562248995983935,0.08322152502021571
molindone,1,435.0,,435,435,435,1,470.0,,470,470,470,1,0.0764331210191082,,0.0764331210191082,0.0764331210191082,0.0764331210191082,1,0.0562248995983935,,0.0562248995983935,0.0562248995983935,0.0562248995983935
morphine,2,782.0,288.4995667241114,578,986,1564,2,1124.0,859.8418459228418,516,1732,2248,2,0.036125900253978355,0.005290869045683853,0.0323846908734053,0.0398671096345514,0.07225180050795671,2,0.04384497392371405,0.025417954363707473,0.0258717660292463,0.0618181818181818,0.0876899478474281
nafarelin,1,998.0,,998,998,998,1,1761.0,,1761,1761,1761,1,0.0206084396467124,,0.0206084396467124,0.0206084396467124,0.0206084396467124,1,0.0095613048368953,,0.0095613048368953,0.0095613048368953,0.0095613048368953
nalbuphine,1,991.0,,991,991,991,1,1749.0,,1749,1749,1749,1,0.0274779195289499,,0.0274779195289499,0.0274779195289499,0.0274779195289499,1,0.0163104611923509,,0.0163104611923509,0.0163104611923509,0.0163104611923509
naloxone,2,609.5,497.0960671741429,258,961,1219,2,1000.5,1030.2545801887998,272,1729,2001,2,0.0627553026787074,0.008254418198664626,0.056918547595682,0.0685920577617328,0.1255106053574148,2,0.03825505203457955,0.01512642390237176,0.0275590551181102,0.0489510489510489,0.0765101040691591
naltrexone,2,715.0,387.49451609022805,441,989,1430,2,1109.5,904.3895731375943,470,1749,2219,2,0.04656744779132775,0.024220980734842343,0.029440628066732,0.0636942675159235,0.0931348955826555,2,0.036267680395372204,0.028223770064165495,0.0163104611923509,0.0562248995983935,0.07253536079074441
naratriptan,1,991.0,,991,991,991,1,1750.0,,1750,1750,1750,1,0.0274779195289499,,0.0274779195289499,0.0274779195289499,0.0274779195289499,1,0.0157480314960629,,0.0157480314960629,0.0157480314960629,0.0157480314960629
nefazodone,2,231.0,285.6711395993652,29,433,462,2,254.5,304.763022691402,39,470,509,2,0.1260539884743706,0.06416935060085383,0.0806794055201698,0.1714285714285714,0.2521079769487412,2,0.08493063161737856,0.04059603553909627,0.0562248995983935,0.1136363636363636,0.16986126323475711
niacin,1,579.0,,579,579,579,1,530.0,,530,530,530,1,0.0382059800664451,,0.0382059800664451,0.0382059800664451,0.0382059800664451,1,0.0363636363636363,,0.0363636363636363,0.0363636363636363,0.0363636363636363
nintedanib,3,317.0,120.01666550941998,237,455,951,3,358.0,109.61751684835777,274,482,1074,3,0.054064444062114574,0.01742381490047423,0.0339702760084925,0.0649819494584837,0.1621933321863437,3,0.04626414612240263,0.01671012061867646,0.0321285140562249,0.0647058823529411,0.1387924383672079
nortriptyline,2,619.0,436.9919907732864,310,928,1238,2,892.0,1144.0987719598338,83,1701,1784,2,0.0819650520703645,0.010377762728295567,0.0746268656716417,0.0893032384690873,0.163930104140729,2,0.07056658678534745,0.03855075484558634,0.0433070866141732,0.0978260869565217,0.1411331735706949
octreotide,3,513.6666666666666,444.1062185258537,111,990,1541,3,769.0,869.9316065070863,88,1749,2307,3,0.04579337728005243,0.018823771388806185,0.028459273797841,0.0658174097664543,0.1373801318401573,3,0.04545504934159564,0.025524769201298064,0.0163104611923509,0.0638297872340425,0.13636514802478691
olanzapine,6,368.1666666666667,301.13811891998444,46,930,2209,6,459.8333333333333,625.9097112736522,40,1700,2759,6,0.13134483332738198,0.07702214236775515,0.0746268656716417,0.28125,0.7880689999642919,6,0.0984074743320215,0.055389516816994874,0.0438695163104611,0.2,0.590444845992129
olaratumab,1,1009.0,,1009,1009,1009,1,1769.0,,1769,1769,1769,1,0.0098135426889106,,0.0098135426889106,0.0098135426889106,0.0098135426889106,1,0.0050618672665916,,0.0050618672665916,0.0050618672665916,0.0050618672665916
olmesartan,2,632.5,514.06662992262,269,996,1265,2,1011.0,1039.4469683442248,276,1746,2022,2,0.025726007305243652,0.0044616445559397646,0.0225711481844946,0.0288808664259927,0.051452014610487304,2,0.02648139262312485,0.011997682058251836,0.0179977502812148,0.0349650349650349,0.0529627852462497
olsalazine,1,250.0,,250,250,250,1,336.0,,336,336,336,1,0.0118577075098814,,0.0118577075098814,0.0118577075098814,0.0118577075098814,1,0.0117647058823529,,0.0117647058823529,0.0117647058823529,0.0117647058823529
osimertinib,1,241.0,,241,241,241,1,328.0,,328,328,328,1,0.0474308300395256,,0.0474308300395256,0.0474308300395256,0.0474308300395256,1,0.0352941176470588,,0.0352941176470588,0.0352941176470588,0.0352941176470588
oxaliplatin,1,270.0,,270,270,270,1,282.0,,282,282,282,1,0.0252707581227436,,0.0252707581227436,0.0252707581227436,0.0252707581227436,1,0.0139860139860139,,0.0139860139860139,0.0139860139860139,0.0139860139860139
oxcarbazepine,1,32.0,,32,32,32,1,41.0,,41,41,41,1,0.0857142857142857,,0.0857142857142857,0.0857142857142857,0.0857142857142857,1,0.0681818181818181,,0.0681818181818181,0.0681818181818181,0.0681818181818181
oxycodone,2,783.5,289.20667350529794,579,988,1567,2,1131.5,856.306312016909,526,1737,2263,2,0.0343139812010341,0.005504117580204935,0.0304219823356231,0.0382059800664451,0.0686279624020682,2,0.03334799059208505,0.014549956693972492,0.0230596175478065,0.0436363636363636,0.0666959811841701
oxymorphone,1,441.0,,441,441,441,1,470.0,,470,470,470,1,0.0636942675159235,,0.0636942675159235,0.0636942675159235,0.0636942675159235,1,0.0562248995983935,,0.0562248995983935,0.0562248995983935,0.0562248995983935
paliperidone,3,265.0,196.5273517859537,48,431,795,3,198.0,234.7679705581662,42,468,594,3,0.13054736931055969,0.10440612526200711,0.0567164179104477,0.25,0.3916421079316791,3,0.10239916186485067,0.05164128845858907,0.0602409638554216,0.16,0.307197485594552
paroxetine,4,512.25,354.7415726036819,100,958,2049,4,700.0,712.3842596052591,81,1727,2800,4,0.08812169419170257,0.03476894791879663,0.0598626104023552,0.1379310344827586,0.3524867767668103,4,0.068528944339649,0.0480179774263683,0.0286839145106861,0.1382978723404255,0.274115777358596
pasireotide,1,991.0,,991,991,991,1,1749.0,,1749,1749,1749,1,0.0274779195289499,,0.0274779195289499,0.0274779195289499,0.0274779195289499,1,0.0163104611923509,,0.0163104611923509,0.0163104611923509,0.0163104611923509
pazopanib,1,238.0,,238,238,238,1,321.0,,321,321,321,1,0.0592885375494071,,0.0592885375494071,0.0592885375494071,0.0592885375494071,1,0.0558823529411764,,0.0558823529411764,0.0558823529411764,0.0558823529411764
pentazocine,1,992.0,,992,992,992,1,1750.0,,1750,1750,1750,1,0.0264965652600588,,0.0264965652600588,0.0264965652600588,0.0264965652600588,1,0.0157480314960629,,0.0157480314960629,0.0157480314960629,0.0157480314960629
pentoxifylline,1,319.0,,319,319,319,1,86.0,,86,86,86,1,0.0477611940298507,,0.0477611940298507,0.0477611940298507,0.0477611940298507,1,0.0652173913043478,,0.0652173913043478,0.0652173913043478,0.0652173913043478
pergolide,6,347.5,330.12285591882306,30,953,2085,6,444.0,645.5586727788575,39,1720,2664,6,0.09360191138965797,0.03487123142493952,0.0567164179104477,0.1428571428571428,0.5616114683379478,6,0.08011728215118198,0.04044154153458217,0.0326209223847019,0.1382978723404255,0.4807036929070919
perphenazine,2,244.5,272.2361107568208,52,437,489,2,256.5,299.10616844190963,45,468,513,2,0.12984341825902335,0.08153871985816213,0.0721868365180467,0.1875,0.2596868365180467,2,0.0801204819277108,0.028113884071272435,0.0602409638554216,0.1,0.1602409638554216
pertuzumab,2,625.5,536.6940469205896,246,1005,1251,2,1049.0,1011.1626970967629,334,1764,2098,2,0.0207034719770991,0.009849307626406194,0.0137389597644749,0.0276679841897233,0.0414069439541982,2,0.012760537285780402,0.006910585031512867,0.0078740157480314,0.0176470588235294,0.025521074571560803
phendimetrazine,1,324.0,,324,324,324,1,89.0,,89,89,89,1,0.0328358208955223,,0.0328358208955223,0.0328358208955223,0.0328358208955223,1,0.0326086956521739,,0.0326086956521739,0.0326086956521739,0.0326086956521739
phentolamine,1,995.0,,995,995,995,1,1758.0,,1758,1758,1758,1,0.0235525024533856,,0.0235525024533856,0.0235525024533856,0.0235525024533856,1,0.0112485939257592,,0.0112485939257592,0.0112485939257592,0.0112485939257592
phenylephrine,2,546.5,620.1326471006022,108,985,1093,2,923.0,1180.8683245815344,88,1758,1846,2,0.051165781191837796,0.025172628127922887,0.0333660451422963,0.0689655172413793,0.10233156238367559,2,0.03753919057990085,0.03718051835116784,0.0112485939257592,0.0638297872340425,0.0750783811598017
pilocarpine,2,697.5,378.3021279348029,430,965,1395,2,1097.5,888.8332239514903,469,1726,2195,2,0.07002098139593996,0.024081017646654407,0.0529931305201177,0.0870488322717622,0.14004196279187991,2,0.04373963796694085,0.02049661259880232,0.0292463442069741,0.0582329317269076,0.0874792759338817
pimavanserin,1,435.0,,435,435,435,1,470.0,,470,470,470,1,0.0764331210191082,,0.0764331210191082,0.0764331210191082,0.0764331210191082,1,0.0562248995983935,,0.0562248995983935,0.0562248995983935,0.0562248995983935
pimozide,2,245.5,272.2361107568208,53,438,491,2,257.5,300.5203820042827,45,470,515,2,0.12096934713375795,0.07199146468489633,0.0700636942675159,0.171875,0.2419386942675159,2,0.07811244979919675,0.03095367034109792,0.0562248995983935,0.1,0.1562248995983935
pindolol,1,973.0,,973,973,973,1,1731.0,,1731,1731,1731,1,0.0451422963689892,,0.0451422963689892,0.0451422963689892,0.0451422963689892,1,0.0264341957255343,,0.0264341957255343,0.0264341957255343,0.0264341957255343
ponatinib,1,236.0,,236,236,236,1,319.0,,319,319,319,1,0.067193675889328,,0.067193675889328,0.067193675889328,0.067193675889328,1,0.0617647058823529,,0.0617647058823529,0.0617647058823529,0.0617647058823529
pramipexole,4,516.25,357.72184259095314,102,967,2065,4,709.25,720.2783605431074,88,1749,2837,4,0.07929588395776632,0.030137949505474472,0.0510304219823356,0.1206896551724138,0.3171835358310653,4,0.0431821960971058,0.021330869868267786,0.0163104611923509,0.0638297872340425,0.1727287843884232
prasugrel,1,266.0,,266,266,266,1,215.0,,215,215,215,1,0.0921501706484641,,0.0921501706484641,0.0921501706484641,0.0921501706484641,1,0.0692640692640692,,0.0692640692640692,0.0692640692640692,0.0692640692640692
prochlorperazine,1,441.0,,441,441,441,1,470.0,,470,470,470,1,0.0636942675159235,,0.0636942675159235,0.0636942675159235,0.0636942675159235,1,0.0562248995983935,,0.0562248995983935,0.0562248995983935,0.0562248995983935
promethazine,1,429.0,,429,429,429,1,467.0,,467,467,467,1,0.0891719745222929,,0.0891719745222929,0.0891719745222929,0.0891719745222929,1,0.0622489959839357,,0.0622489959839357,0.0622489959839357,0.0622489959839357
propofol,1,275.0,,275,275,275,1,221.0,,221,221,221,1,0.0614334470989761,,0.0614334470989761,0.0614334470989761,0.0614334470989761,1,0.0432900432900432,,0.0432900432900432,0.0432900432900432,0.0432900432900432
propranolol,2,614.0,499.21738751770255,261,967,1228,2,992.5,1023.1835123769342,269,1716,1985,2,0.05439607741716055,0.004759755562204159,0.0510304219823356,0.0577617328519855,0.1087921548343211,2,0.047155600305206546,0.017373555822415253,0.0348706411698537,0.0594405594405594,0.09431120061041309
pseudoephedrine,3,460.6666666666667,454.84759352263626,98,971,1382,3,633.0,953.4951494370592,81,1734,1899,3,0.08931635349697313,0.0577836093506954,0.0471050049067713,0.1551724137931034,0.2679490604909194,3,0.08333376690540877,0.05686210264756996,0.0247469066366704,0.1382978723404255,0.2500013007162263
quetiapine,4,190.25,188.99977954131762,29,427,761,4,189.5,202.3750643401174,37,467,758,4,0.1624814388416504,0.07602573062523947,0.0934182590233545,0.265625,0.6499257553666016,4,0.11981549574923067,0.058405744573454044,0.0622489959839357,0.18,0.4792619829969227
ramucirumab,1,205.0,,205,205,205,1,198.0,,198,198,198,1,0.0191387559808612,,0.0191387559808612,0.0191387559808612,0.0191387559808612,1,0.0149253731343283,,0.0149253731343283,0.0149253731343283,0.0149253731343283
regorafenib,1,239.0,,239,239,239,1,326.0,,326,326,326,1,0.0553359683794466,,0.0553359683794466,0.0553359683794466,0.0553359683794466,1,0.0411764705882352,,0.0411764705882352,0.0411764705882352,0.0411764705882352
remifentanil,1,441.0,,441,441,441,1,470.0,,470,470,470,1,0.0636942675159235,,0.0636942675159235,0.0636942675159235,0.0636942675159235,1,0.0562248995983935,,0.0562248995983935,0.0562248995983935,0.0562248995983935
reteplase,2,179.0,156.97770542341354,68,290,358,2,155.5,173.24116139070415,33,278,311,2,0.05232505232505225,0.04066716586676658,0.0235690235690235,0.081081081081081,0.1046501046501045,2,0.0487588652482269,0.04889568167779321,0.0141843971631205,0.0833333333333333,0.0975177304964538
risperidone,4,421.0,386.4444763912836,48,951,1684,4,625.5,750.1490962913084,42,1720,2502,4,0.12117256782013833,0.08627238741006633,0.0667320902845927,0.25,0.4846902712805533,4,0.0754532337977931,0.05749359829490943,0.0326209223847019,0.16,0.3018129351911724
rizatriptan,1,990.0,,990,990,990,1,1750.0,,1750,1750,1750,1,0.028459273797841,,0.028459273797841,0.028459273797841,0.028459273797841,1,0.0157480314960629,,0.0157480314960629,0.0157480314960629,0.0157480314960629
ropinirole,4,515.0,356.805269019391,101,964,2060,4,709.0,720.3614833308807,88,1749,2836,4,0.08260235446525432,0.032994662281453015,0.0539744847890088,0.1293103448275862,0.3304094178610173,4,0.04363674155165125,0.0211557919901126,0.0163104611923509,0.0638297872340425,0.174546966206605
ruxolitinib,1,242.0,,242,242,242,1,334.0,,334,334,334,1,0.0434782608695652,,0.0434782608695652,0.0434782608695652,0.0434782608695652,1,0.0176470588235294,,0.0176470588235294,0.0176470588235294,0.0176470588235294
saquinavir,1,272.0,,272,272,272,1,220.0,,220,220,220,1,0.0716723549488054,,0.0716723549488054,0.0716723549488054,0.0716723549488054,1,0.0476190476190476,,0.0476190476190476,0.0476190476190476,0.0476190476190476
sargramostim,1,248.0,,248,248,248,1,337.0,,337,337,337,1,0.0197628458498023,,0.0197628458498023,0.0197628458498023,0.0197628458498023,1,0.0088235294117647,,0.0088235294117647,0.0088235294117647,0.0088235294117647
scopolamine,1,103.0,,103,103,103,1,82.0,,82,82,82,1,0.1120689655172413,,0.1120689655172413,0.1120689655172413,0.1120689655172413,1,0.1276595744680851,,0.1276595744680851,0.1276595744680851,0.1276595744680851
selegiline,1,58.0,,58,58,58,1,46.0,,46,46,46,1,0.09375,,0.09375,0.09375,0.09375,1,0.08,,0.08,0.08,0.08
siltuximab,1,249.0,,249,249,249,1,337.0,,337,337,337,1,0.0158102766798418,,0.0158102766798418,0.0158102766798418,0.0158102766798418,1,0.0088235294117647,,0.0088235294117647,0.0088235294117647,0.0088235294117647
sirolimus,2,349.5,152.02795795510772,242,457,699,2,401.5,111.01576464628796,323,480,803,2,0.03660112618849805,0.009725737136231536,0.0297239915074309,0.0434782608695652,0.0732022523769961,2,0.0430722891566265,0.009797262630897958,0.036144578313253,0.05,0.086144578313253
sulfasalazine,1,588.0,,588,588,588,1,541.0,,541,541,541,1,0.0232558139534883,,0.0232558139534883,0.0232558139534883,0.0232558139534883,1,0.0163636363636363,,0.0163636363636363,0.0163636363636363,0.0163636363636363
sulindac,2,626.0,510.5310960166873,265,987,1252,2,1020.0,1049.3464632808366,278,1762,2040,2,0.03736231812175165,0.008427272479607804,0.0314033366045142,0.0433212996389891,0.0747246362435033,2,0.01848545155631765,0.013416045027586178,0.0089988751406074,0.0279720279720279,0.0369709031126353
sumatriptan,2,510.0,97.58073580374356,441,579,1020,2,500.0,42.42640687119285,470,530,1000,2,0.0509501237911843,0.018022940896358145,0.0382059800664451,0.0636942675159235,0.1019002475823686,2,0.0462942679810149,0.014044033916227883,0.0363636363636363,0.0562248995983935,0.0925885359620298
tacrolimus,1,277.0,,277,277,277,1,221.0,,221,221,221,1,0.0546075085324232,,0.0546075085324232,0.0546075085324232,0.0546075085324232,1,0.0432900432900432,,0.0432900432900432,0.0432900432900432,0.0432900432900432
tenecteplase,4,407.75,408.7088409450751,68,1002,1631,4,590.75,794.1202155005668,33,1769,2363,4,0.03574844426018678,0.030360843784341136,0.0166830225711481,0.081081081081081,0.14299377704074712,4,0.028267277063138953,0.036901391516683466,0.0050618672665916,0.0833333333333333,0.11306910825255581
testosterone,1,272.0,,272,272,272,1,220.0,,220,220,220,1,0.0716723549488054,,0.0716723549488054,0.0716723549488054,0.0716723549488054,1,0.0476190476190476,,0.0476190476190476,0.0476190476190476,0.0476190476190476
tetrabenazine,1,441.0,,441,441,441,1,470.0,,470,470,470,1,0.0636942675159235,,0.0636942675159235,0.0636942675159235,0.0636942675159235,1,0.0562248995983935,,0.0562248995983935,0.0562248995983935,0.0562248995983935
thalidomide,4,222.25,178.0287898065928,71,457,889,4,229.0,195.37144110642168,71,485,916,4,0.07833999986702488,0.05489282420905103,0.0297239915074309,0.1551724137931034,0.3133599994680995,4,0.06491452450821841,0.04822554711404858,0.0261044176706827,0.1276595744680851,0.25965809803287365
theophylline,1,567.0,,567,567,567,1,522.0,,522,522,522,1,0.0581395348837209,,0.0581395348837209,0.0581395348837209,0.0581395348837209,1,0.0509090909090909,,0.0509090909090909,0.0509090909090909,0.0509090909090909
thioridazine,1,430.0,,430,430,430,1,467.0,,467,467,467,1,0.0870488322717622,,0.0870488322717622,0.0870488322717622,0.0870488322717622,1,0.0622489959839357,,0.0622489959839357,0.0622489959839357,0.0622489959839357
thiothixene,2,239.0,265.87214972614186,51,427,478,2,255.5,297.6919548795365,45,466,511,2,0.14827162951167724,0.07757438048646212,0.0934182590233545,0.203125,0.2965432590233545,2,0.0821285140562249,0.025274097801446887,0.0642570281124498,0.1,0.1642570281124498
ticlopidine,1,575.0,,575,575,575,1,528.0,,528,528,528,1,0.0448504983388704,,0.0448504983388704,0.0448504983388704,0.0448504983388704,1,0.04,,0.04,0.04,0.04
tinzaparin,3,499.3333333333333,463.8548623581878,68,990,1498,3,753.0,890.2084025665001,32,1748,2259,3,0.058452588215125424,0.02707294032425738,0.028459273797841,0.081081081081081,0.17535776464537628,3,0.055378870813839,0.04942437225175052,0.0168728908886389,0.1111111111111111,0.166136612441517
tiotropium,1,431.0,,431,431,431,1,469.0,,469,469,469,1,0.0849256900212314,,0.0849256900212314,0.0849256900212314,0.0849256900212314,1,0.0582329317269076,,0.0582329317269076,0.0582329317269076,0.0582329317269076
tirofiban,2,159.5,126.572113832392,70,249,319,2,185.0,213.54624791833734,34,336,370,2,0.034932165366947904,0.027042434319494105,0.0158102766798418,0.054054054054054,0.06986433073389581,2,0.0336601307189542,0.030964806757842266,0.0117647058823529,0.0555555555555555,0.0673202614379084
tofacitinib,3,431.6666666666667,147.9504421532201,275,569,1295,3,415.3333333333333,171.46525401180654,220,541,1246,3,0.05290452261903337,0.009628857891598255,0.0424628450106157,0.0614334470989761,0.1587135678571001,3,0.030029033884455533,0.015993034186960253,0.0163636363636363,0.0476190476190476,0.0900871016533666
tolmetin,1,1015.0,,1015,1015,1015,1,1766.0,,1766,1766,1766,1,0.0039254170755642,,0.0039254170755642,0.0039254170755642,0.0039254170755642,1,0.0067491563554555,,0.0067491563554555,0.0067491563554555,0.0067491563554555
tramadol,2,703.0,379.00923471598946,435,971,1406,2,1100.0,890.9545442950499,470,1730,2200,2,0.06176906296293975,0.020738109782459862,0.0471050049067713,0.0764331210191082,0.1235381259258795,2,0.041610762510107854,0.02066751087263322,0.0269966254218222,0.0562248995983935,0.08322152502021571
trastuzumab,1,237.0,,237,237,237,1,328.0,,328,328,328,1,0.0632411067193675,,0.0632411067193675,0.0632411067193675,0.0632411067193675,1,0.0352941176470588,,0.0352941176470588,0.0352941176470588,0.0352941176470588
trazodone,2,510.5,648.4169183480641,52,969,1021,2,888.0,1192.1820330805192,45,1731,1776,2,0.1182838567222767,0.09788640855851562,0.0490677134445534,0.1875,0.2365677134445534,2,0.06321709786276715,0.052018879065917,0.0264341957255343,0.1,0.1264341957255343
treprostinil,2,507.0,97.58073580374356,438,576,1014,2,497.0,41.012193308819754,468,526,994,2,0.056626531519139996,0.01900301779856773,0.0431893687707641,0.0700636942675159,0.11325306303827999,2,0.0519386637458926,0.011741225413787549,0.0436363636363636,0.0602409638554216,0.1038773274917852
trifluoperazine,1,432.0,,432,432,432,1,470.0,,470,470,470,1,0.0828025477707006,,0.0828025477707006,0.0828025477707006,0.0828025477707006,1,0.0562248995983935,,0.0562248995983935,0.0562248995983935,0.0562248995983935
trihexyphenidyl,1,431.0,,431,431,431,1,469.0,,469,469,469,1,0.0849256900212314,,0.0849256900212314,0.0849256900212314,0.0849256900212314,1,0.0582329317269076,,0.0582329317269076,0.0582329317269076,0.0582329317269076
trimipramine,2,492.5,655.4879861599295,29,956,985,2,883.0,1193.5962466428923,39,1727,1766,2,0.11662694518435435,0.07750120307467309,0.0618253189401373,0.1714285714285714,0.2332538903687087,2,0.07116013907352485,0.060070452855171756,0.0286839145106861,0.1136363636363636,0.1423202781470497
triptorelin,1,998.0,,998,998,998,1,1761.0,,1761,1761,1761,1,0.0206084396467124,,0.0206084396467124,0.0206084396467124,0.0206084396467124,1,0.0095613048368953,,0.0095613048368953,0.0095613048368953,0.0095613048368953
tropicamide,1,966.0,,966,966,966,1,1727.0,,1727,1727,1727,1,0.0520117762512266,,0.0520117762512266,0.0520117762512266,0.0520117762512266,1,0.0286839145106861,,0.0286839145106861,0.0286839145106861,0.0286839145106861
vandetanib,3,228.66666666666666,33.94603560555096,192,259,686,3,263.3333333333333,68.62458257310811,190,326,790,3,0.0724893024788108,0.00826117175580267,0.0649819494584837,0.0813397129186602,0.2174679074364324,3,0.045953626901827,0.0076074605045433836,0.0411764705882352,0.0547263681592039,0.137860880705481
warfarin,1,276.0,,276,276,276,1,220.0,,220,220,220,1,0.0580204778156996,,0.0580204778156996,0.0580204778156996,0.0580204778156996,1,0.0476190476190476,,0.0476190476190476,0.0476190476190476,0.0476190476190476
zidovudine,1,275.0,,275,275,275,1,221.0,,221,221,221,1,0.0614334470989761,,0.0614334470989761,0.0614334470989761,0.0614334470989761,1,0.0432900432900432,,0.0432900432900432,0.0432900432900432,0.0432900432900432
ziprasidone,5,207.0,168.20374549931995,29,427,1035,5,206.0,177.98033599249104,39,467,1030,5,0.1479065795216259,0.08223368626174189,0.0808080808080808,0.28125,0.7395328976081295,5,0.09166818364921411,0.04472059650012372,0.0531914893617021,0.16,0.4583409182460706
zolmitriptan,2,715.5,388.2016228714146,441,990,1431,2,1109.5,904.3895731375943,470,1749,2219,2,0.046076770656882246,0.02491490299312154,0.028459273797841,0.0636942675159235,0.09215354131376449,2,0.036267680395372204,0.028223770064165495,0.0163104611923509,0.0562248995983935,0.07253536079074441
